time,requests
0,39289
1,37041
2,38438
3,38433
4,38841
5,39139
6,41921
7,41670
8,39841
9,38689
10,39416
11,40268
12,40863
13,41344
14,41939
15,41385
16,41464
17,40395
18,41142
19,41684
20,41260
21,39572
22,40775
23,41506
24,38855
25,36475
26,36753
27,36505
28,38785
29,41036
30,40541
31,40981
32,40753
33,38154
34,41334
35,41499
36,41361
37,41527
38,41361
39,41189
40,41197
41,40640
42,39409
43,40664
44,39159
45,41568
46,39750
47,40917
48,41196
49,41173
50,40861
51,40602
52,41710
53,40661
54,38834
55,37915
56,40411
57,40401
58,40984
59,40034
60,41097
61,41243
62,41245
63,40618
64,38314
65,38090
66,40600
67,40094
68,40189
69,40594
70,39858
71,39788
72,41094
73,38964
74,40873
75,41857
76,41323
77,41219
78,39418
79,40851
80,41067
81,38539
82,39792
83,39018
84,39973
85,39188
86,40333
87,39874
88,38572
89,41039
90,40312
91,41201
92,38815
93,39944
94,40450
95,39002
96,40380
97,40824
98,39346
99,40928
100,40077
101,41208
102,40446
103,41190
104,40990
105,40628
106,38795
107,37731
108,38349
109,37502
110,41071
111,40608
112,41076
113,41739
114,41496
115,41285
116,40412
117,41472
118,39353
119,36854
120,40678
121,40819
122,39761
123,37366
124,38694
125,40772
126,40871
127,41024
128,40347
129,40474
130,38648
131,40861
132,40248
133,38944
134,40122
135,38887
136,40378
137,38504
138,40256
139,40238
140,37119
141,37996
142,40553
143,40682
144,41083
145,40369
146,37823
147,39919
148,38871
149,27975
Makespan
150009011003
Repartition at: 
Checkpoint times raw:
Checkpoint times:
partition,avg-elapsed-time

Checkpoint sizes:
partition,avg-size

Crossborder requests executed:
num_partitions,num_requests
1,1012715
2,712170
3,711429
4,714416
5,710460
6,712990
7,712792
Requests per thread executed:
thread,num_requests
0,697722
1,746762
2,704165
3,667643
4,1024070
5,698413
6,813533
7,647692
Checkpoint turns:
